"source","binder_pdf_page_number","year","month","day","arrival_time","sunrise_time","observer","lek_name","trapping_activity","wind_mph","cloud_cover_percent_comments","snowing_status","raining_status","temp_f","other_weather_conditions","lek_ground_condition","predator_disturbance_type","predator_disturbance_time","observation_time","num_males_observed","num_females_observed","comments_observations_or_marks","other_fights_and_comments"
"binder","32","1989",3,21,"5:41","6:27","White/Swanson","mud_springs","none","calm","2 to 5","no","no",NA,NA,"patchy light snow",NA,NA,"7:50",31,0,"11W + 20 ~6E Flew!","Bird on E mating center moved N and some flew to W center just after our arrival. Wow flighty!. W area very dispersed. 7 juveniles + 2 hens on hillside UM E lek stayed from lek. Golden eagle (2) on fence past ~ 300m SW of W mating center. 17 flew into E end of W lek. Left at 7:53 AM"
"binder","33","1989",3,22,"5:51","6:28","Swanson","mud_springs",NA,"10 to 15","50","no","no",NA,NA,"snow scattered mostly clear","golden eagle","7:18","5:56",51,0,"45W 6E","6:25 Raven pair flew over birds all stopped for a few seconds. 25 or so birds ~ 300 yds from main lek area. 7:16 majority of bird dispersed now"
"binder","33","1989",3,22,"5:51","6:28","Swanson","mud_springs",NA,"10 to 15","50","no","no",NA,NA,"snow scattered mostly clear","golden eagle","7:18","6:20",53,1,"47W + 1 female 6E","6:25 Raven pair flew over birds all stopped for a few seconds. 25 or so birds ~ 300 yds from main lek area. 7:16 majority of bird dispersed now"
"binder","33","1989",3,22,"5:51","6:28","Swanson","mud_springs",NA,"10 to 15","50","no","no",NA,NA,"snow scattered mostly clear","golden eagle","7:18","6:35",44,0,"42W 2 E","6:25 Raven pair flew over birds all stopped for a few seconds. 25 or so birds ~ 300 yds from main lek area. 7:16 majority of bird dispersed now"
"binder","33","1989",3,22,"5:51","6:28","Swanson","mud_springs",NA,"10 to 15","50","no","no",NA,NA,"snow scattered mostly clear","golden eagle","7:18","6:54",40,NA,"40W 0","6:25 Raven pair flew over birds all stopped for a few seconds. 25 or so birds ~ 300 yds from main lek area. 7:16 majority of bird dispersed now"
"binder","33","1989",3,22,"5:51","6:28","Swanson","mud_springs",NA,"10 to 15","50","no","no",NA,NA,"snow scattered mostly clear","golden eagle","7:18","7:07",19,NA,"19 W E side walked over in front of truck and flew ??? ... far off birds","6:25 Raven pair flew over birds all stopped for a few seconds. 25 or so birds ~ 300 yds from main lek area. 7:16 majority of bird dispersed now"
"binder","33","1989",3,22,"5:51","6:28","Swanson","mud_springs",NA,"10 to 15","50","no","no",NA,NA,"snow scattered mostly clear","golden eagle","7:18","7:16",11,NA,"11W all birds flew as eagle went directly over lek about 10 ft off ground","6:25 Raven pair flew over birds all stopped for a few seconds. 25 or so birds ~ 300 yds from main lek area. 7:16 majority of bird dispersed now"
"binder","34","1989",3,23,"5:46","6:30","Swanson","mud_springs",NA,"0 to 5","90 % high and thin!","no","no",NA,NA,"clear",NA,NA,"5:47",56,7,"53W 10E 5:56 something spooked a large # of bird from distant group on W side","7:03 Birds began to disperse"
"binder","34","1989",3,23,"5:46","6:30","Swanson","mud_springs",NA,"0 to 5","90 % high and thin!","no","no",NA,NA,"clear",NA,NA,"6:17",55,NA,"49W 6E","7:03 Birds began to disperse"
"binder","34","1989",3,23,"5:46","6:30","Swanson","mud_springs",NA,"0 to 5","90 % high and thin!","no","no",NA,NA,"clear",NA,NA,"6:36",36,NA,"31W 5E several birds flew","7:03 Birds began to disperse"
"binder","34","1989",3,23,"5:46","6:30","Swanson","mud_springs",NA,"0 to 5","90 % high and thin!","no","no",NA,NA,"clear",NA,NA,"7:03",30,NA,"25W 5E","7:03 Birds began to disperse"
"binder","34","1989",3,23,"5:46","6:30","Swanson","mud_springs",NA,"0 to 5","90 % high and thin!","no","no",NA,NA,"clear",NA,NA,"7:14",23,NA,"19W 4E ","7:03 Birds began to disperse"
"binder","34","1989",3,23,"5:46","6:30","Swanson","mud_springs",NA,"0 to 5","90 % high and thin!","no","no",NA,NA,"clear",NA,NA,"7:30",2,NA,"0 all flew 2E","7:03 Birds began to disperse"
"binder","35","1989",3,29,"5:10","6:15","MSB","mud_springs",NA,"1 to 2","30",NA,NA,NA,NA,"dry -- which is amazing given that we found a couple inches of snow at our place",NA,NA,"5:10",41,2,"Too dark to see well. 25+16 males, 1+1 females","G/R at SW corner"
"binder","35","1989",3,29,"5:10","6:15","MSB","mud_springs",NA,"1 to 2","30",NA,NA,NA,NA,"dry -- which is amazing given that we found a couple inches of snow at our place",NA,NA,"5:30",48,17,"Distinct female cluster at N center, 28+20 males, 15+2 females","G/R at SW corner"
"binder","35","1989",3,29,"5:10","6:15","MSB","mud_springs",NA,"1 to 2","30",NA,NA,NA,NA,"dry -- which is amazing given that we found a couple inches of snow at our place",NA,NA,"5:39",50,8,"Females beginning to leave N center. 30+20 males, 6+2 females. ","G/R at SW corner"
"binder","35","1989",3,29,"5:10","6:15","MSB","mud_springs",NA,"1 to 2","30",NA,NA,NA,NA,"dry -- which is amazing given that we found a couple inches of snow at our place",NA,NA,"5:46",55,11,"Breeze picking up. 31+24 males, 6+5 females","G/R at SW corner"
"binder","35","1989",3,29,"5:10","6:15","MSB","mud_springs",NA,"1 to 2","30",NA,NA,NA,NA,"dry -- which is amazing given that we found a couple inches of snow at our place",NA,NA,"7:00",45,0,"24+21 males, 0+0 females","G/R at SW corner"
"binder","36","1989",3,27,"5:35","6:13","Boyce & Stacey Freeze","mud_springs","none","0","95",NA,NA,NA,NA,"dry",NA,"Although something spooked bird flew at S center at 5:50","5:35",48,5,"28+20 males, 4+1 females","G/G - missing tail feathers at right NE corner of south. G/R - in center of N center"
"binder","36","1989",3,27,"5:35","6:13","Boyce & Stacey Freeze","mud_springs","none","0","95",NA,NA,NA,NA,"dry",NA,"Although something spooked bird flew at S center at 5:50","5:50",49,5,"17 flew  from S center. 29+20 males, 5 females","G/G - missing tail feathers at right NE corner of south. G/R - in center of N center"
"binder","36","1989",3,27,"5:35","6:13","Boyce & Stacey Freeze","mud_springs","none","0","95",NA,NA,NA,NA,"dry",NA,"Although something spooked bird flew at S center at 5:50","6:03",41,1,"25+16 males, 1 female","G/G - missing tail feathers at right NE corner of south. G/R - in center of N center"
"binder","36","1989",3,27,"5:35","6:13","Boyce & Stacey Freeze","mud_springs","none","0","95",NA,NA,NA,NA,"dry",NA,"Although something spooked bird flew at S center at 5:50","6:13",NA,NA,"G/G located on S center","G/G - missing tail feathers at right NE corner of south. G/R - in center of N center"
"binder","36","1989",3,27,"5:35","6:13","Boyce & Stacey Freeze","mud_springs","none","0","95",NA,NA,NA,NA,"dry",NA,"Although something spooked bird flew at S center at 5:50","6:47",44,1,"Male resumed strutting with female appearance. 26+18 males","G/G - missing tail feathers at right NE corner of south. G/R - in center of N center"
"binder","36","1989",3,27,"5:35","6:13","Boyce & Stacey Freeze","mud_springs","none","0","95",NA,NA,NA,NA,"dry",NA,"Although something spooked bird flew at S center at 5:50","6:50",NA,NA,"15 flew fromm N center","G/G - missing tail feathers at right NE corner of south. G/R - in center of N center"
"binder","36","1989",3,27,"5:35","6:13","Boyce & Stacey Freeze","mud_springs","none","0","95",NA,NA,NA,NA,"dry",NA,"Although something spooked bird flew at S center at 5:50","7:00",42,NA,"24+18 males","G/G - missing tail feathers at right NE corner of south. G/R - in center of N center"
"binder","42","1989",4,9,"6:11","6:40","White/Giesl/Arnett","mud_springs","none","10 to 15","100","yes","no",NA,NA,"snow overnight",NA,NA,"6:15",28,14,"?/G male - not strutting","1 attempted copul - male took 30 sec -> 1 minute + then stand on her after. Did not appear to be successful. Moved to west LEK at 06:50. Breeding male is UM. Leave at 07:46"
"binder","42","1989",4,9,"6:11","6:40","White/Giesl/Arnett","mud_springs","none","10 to 15","100","yes","no",NA,NA,"snow overnight",NA,NA,"6:53",25,13,"G/R W/? Y/?","1 attempted copul - male took 30 sec -> 1 minute + then stand on her after. Did not appear to be successful. Moved to west LEK at 06:50. Breeding male is UM. Leave at 07:46"
"binder","42","1989",4,9,"6:11","6:40","White/Giesl/Arnett","mud_springs","none","10 to 15","100","yes","no",NA,NA,"snow overnight",NA,NA,"7:21",21,4,"? activity","1 attempted copul - male took 30 sec -> 1 minute + then stand on her after. Did not appear to be successful. Moved to west LEK at 06:50. Breeding male is UM. Leave at 07:46"
"binder","44","1989",4,11,"5:57","6:53","White/Baldwin/Valenzuela","mud_springs","none","calm","2 to 5","no","no",NA,NA,"clear",NA,NA,"6:06",48,32,"Very scattered - 2 W lek merged","Left 7:30"
"binder","44","1989",4,11,"5:57","6:53","White/Baldwin/Valenzuela","mud_springs","none","calm","2 to 5","no","no",NA,NA,"clear",NA,NA,"6:49",54,17,NA,"Left 7:30"
"binder","44","1989",4,11,"5:57","6:53","White/Baldwin/Valenzuela","mud_springs","none","calm","2 to 5","no","no",NA,NA,"clear",NA,NA,"7:15",61,39,"Hens wandering","Left 7:30"
"binder","45","1989",4,12,"6:08","6:40","White","mud_springs","none","0 to 5","2","no","no",NA,NA,"clear",NA,NA,"6:13",57,106,"Hens all over the place!! 50 + 7 males","same 2 hen cluster as 11 April. 7:00 alot of hens leaving. 7:25 more ???. Left at 7:35"
"binder","45","1989",4,12,"6:08","6:40","White","mud_springs","none","0 to 5","2","no","no",NA,NA,"clear",NA,NA,"6:48",57,56,"Female ?/W. 50+7 Males","same 2 hen cluster as 11 April. 7:00 alot of hens leaving. 7:25 more ???. Left at 7:35"
"binder","45","1989",4,12,"6:08","6:40","White","mud_springs","none","0 to 5","2","no","no",NA,NA,"clear",NA,NA,"7:21",60,55,NA,"same 2 hen cluster as 11 April. 7:00 alot of hens leaving. 7:25 more ???. Left at 7:35"
"binder","45","1989",4,12,"6:08","6:40","White","mud_springs","none","0 to 5","2","no","no",NA,NA,"clear",NA,NA,"7:32",44,32,NA,"same 2 hen cluster as 11 April. 7:00 alot of hens leaving. 7:25 more ???. Left at 7:35"
"binder","46","1989",4,13,"6:18","6:40","Pat Tim  Dave","mud_springs","spotlighting","5 to 10","2","no","no",NA,NA,"clear",NA,NA,"6:23",42,44,"W/R R/Y WB/WB W/R R/R","2 males mated right in front. West lek much more ?  Hens leaving at 7:30. Left 7:35"
"binder","46","1989",4,13,"6:18","6:40","Pat Tim  Dave","mud_springs","spotlighting","5 to 10","2","no","no",NA,NA,"clear",NA,NA,"7:03",30,23,"?","2 males mated right in front. West lek much more ?  Hens leaving at 7:30. Left 7:35"
"binder","46","1989",4,13,"6:18","6:40","Pat Tim  Dave","mud_springs","spotlighting","5 to 10","2","no","no",NA,NA,"clear",NA,NA,"7:15",37,13,NA,"2 males mated right in front. West lek much more ?  Hens leaving at 7:30. Left 7:35"
"binder","46","1989",4,13,"6:18","6:40","Pat Tim  Dave","mud_springs","spotlighting","5 to 10","2","no","no",NA,NA,"clear",NA,NA,"7:26",43,39,NA,"2 males mated right in front. West lek much more ?  Hens leaving at 7:30. Left 7:35"
"binder","46","1989",4,13,"6:18","6:40","Pat Tim  Dave","mud_springs","spotlighting","5 to 10","2","no","no",NA,NA,"clear",NA,NA,NA,NA,NA,"2 marked birds WR/WG WY/WO","2 males mated right in front. West lek much more ?  Hens leaving at 7:30. Left 7:35"
"binder","49","1989",4,16,"5:50","6:49","Boyce/Deb  McCleery","mud_springs","none","10 to 15","60",NA,NA,NA,NA,"ok",NA,NA,"5:50",43,NA,"North center. Bad light  - inaccurate count","Unmarked male adjacent to G/B. Second unmarked cop SE of main group. SE cluster - 12 females in cluster"
"binder","49","1989",4,16,"5:50","6:49","Boyce/Deb  McCleery","mud_springs","none","10 to 15","60",NA,NA,NA,NA,"ok",NA,NA,"6:05",68,47,"North center. ","Unmarked male adjacent to G/B. Second unmarked cop SE of main group. SE cluster - 12 females in cluster"
"binder","49","1989",4,16,"5:50","6:49","Boyce/Deb  McCleery","mud_springs","none","10 to 15","60",NA,NA,NA,NA,"ok",NA,NA,"6:57",75,33,"North center. (several flew away at 7:08)","Unmarked male adjacent to G/B. Second unmarked cop SE of main group. SE cluster - 12 females in cluster"
"binder","49","1989",4,16,"5:50","6:49","Boyce/Deb  McCleery","mud_springs","none","10 to 15","60",NA,NA,NA,NA,"ok",NA,NA,"7:20",70,32,NA,"Unmarked male adjacent to G/B. Second unmarked cop SE of main group. SE cluster - 12 females in cluster"
"binder","49","1989",4,16,"5:50","6:49","Boyce/Deb  McCleery","mud_springs","none","10 to 15","60",NA,NA,NA,NA,"ok",NA,NA,"7:52",57,9,NA,"Unmarked male adjacent to G/B. Second unmarked cop SE of main group. SE cluster - 12 females in cluster"
"binder","49","1989",4,16,"5:50","6:49","Boyce/Deb  McCleery","mud_springs","none","10 to 15","60",NA,NA,NA,NA,"ok",NA,NA,NA,43,10,"South center. 6+ copulations","Unmarked male adjacent to G/B. Second unmarked cop SE of main group. SE cluster - 12 females in cluster"
"binder","50","1989",4,18,"5:43","6:41","Boyce","mud_springs","none","1 to 2","5",NA,NA,NA,NA,"dry - clear moonlit night",NA,NA,"5:43",53,12,"North center","6:23 unmarked male solicited at SE edge of N center. 6:26 female chased off another female - females in cluster. 6:50 14 females in cluster around SE male. 1 female on back of male while attempting copulation. Copulations. 7:20 onwards with male missing many tail feathers."
"binder","50","1989",4,18,"5:43","6:41","Boyce","mud_springs","none","1 to 2","5",NA,NA,NA,NA,"dry - clear moonlit night",NA,NA,"5:57",52,26,"North center","6:23 unmarked male solicited at SE edge of N center. 6:26 female chased off another female - females in cluster. 6:50 14 females in cluster around SE male. 1 female on back of male while attempting copulation. Copulations. 7:20 onwards with male missing many tail feathers."
"binder","50","1989",4,18,"5:43","6:41","Boyce","mud_springs","none","1 to 2","5",NA,NA,NA,NA,"dry - clear moonlit night",NA,NA,"6:30",56,27,"Females scattered. North center","6:23 unmarked male solicited at SE edge of N center. 6:26 female chased off another female - females in cluster. 6:50 14 females in cluster around SE male. 1 female on back of male while attempting copulation. Copulations. 7:20 onwards with male missing many tail feathers."
"binder","50","1989",4,18,"5:43","6:41","Boyce","mud_springs","none","1 to 2","5",NA,NA,NA,NA,"dry - clear moonlit night",NA,NA,"6:55",55,17,"Most female cluster  SE male. North center","6:23 unmarked male solicited at SE edge of N center. 6:26 female chased off another female - females in cluster. 6:50 14 females in cluster around SE male. 1 female on back of male while attempting copulation. Copulations. 7:20 onwards with male missing many tail feathers."
"binder","50","1989",4,18,"5:43","6:41","Boyce","mud_springs","none","1 to 2","5",NA,NA,NA,NA,"dry - clear moonlit night",NA,NA,"7:13",57,25,NA,"6:23 unmarked male solicited at SE edge of N center. 6:26 female chased off another female - females in cluster. 6:50 14 females in cluster around SE male. 1 female on back of male while attempting copulation. Copulations. 7:20 onwards with male missing many tail feathers."
"binder","50","1989",4,18,"5:43","6:41","Boyce","mud_springs","none","1 to 2","5",NA,NA,NA,NA,"dry - clear moonlit night",NA,NA,"7:28",56,19,"South center","6:23 unmarked male solicited at SE edge of N center. 6:26 female chased off another female - females in cluster. 6:50 14 females in cluster around SE male. 1 female on back of male while attempting copulation. Copulations. 7:20 onwards with male missing many tail feathers."
"binder","51","1989",4,26,"5:25","6:10","White","mud_springs","none","0 to 5","100","no","no","30","Light fog","clear",NA,NA,"5:43",49,0,"a lof of strutting - Wlek (S). W/South center","YW lost fight w/ WR/W. Left 7:25 (written at top of page)"
"binder","51","1989",4,26,"5:25","6:10","White","mud_springs","none","0 to 5","100","no","no","30","Light fog","clear",NA,NA,"6:12",44,0,"Lots of fighting + intermittent fighting. W/South center","YW lost fight w/ WR/W. Left 7:25 (written at top of page)"
"binder","51","1989",4,26,"5:25","6:10","White","mud_springs","none","0 to 5","100","no","no","30","Light fog","clear",NA,NA,"6:29",76,5,"Center. 6+ copulations","YW lost fight w/ WR/W. Left 7:25 (written at top of page)"
"binder","51","1989",4,26,"5:25","6:10","White","mud_springs","none","0 to 5","100","no","no","30","Light fog","clear",NA,NA,"7:11",84,3,"Center. Hens wandering off","YW lost fight w/ WR/W. Left 7:25 (written at top of page)"
"binder","53","1989",5,1,"5:40","6:22","White","mud_springs","none","0 to 5","0","no","no",NA,NA,"clear",NA,NA,"5:42",18,0,"W lek. A few males strutting","Spooky birds! 3rd female solicited by male missed it. She was chased off. No birds on center lek - at 5:37, several birds flew SE as I was driving in. Was not the truck that disturbed them. Flushed two hens on road in before farmhouse. 7:20 ~ 1/2 birs flew south. 5:46 - birds down - some (?) off to NE. 1 female mounted the others + was chased off by breeding male"
"binder","53","1989",5,1,"5:40","6:22","White","mud_springs","none","0 to 5","0","no","no",NA,NA,"clear",NA,NA,"6:14",35,0,"W lek. ","Spooky birds! 3rd female solicited by male missed it. She was chased off. No birds on center lek - at 5:37, several birds flew SE as I was driving in. Was not the truck that disturbed them. Flushed two hens on road in before farmhouse. 7:20 ~ 1/2 birs flew south. 5:46 - birds down - some (?) off to NE. 1 female mounted the others + was chased off by breeding male"
"binder","53","1989",5,1,"5:40","6:22","White","mud_springs","none","0 to 5","0","no","no",NA,NA,"clear",NA,NA,"6:32",98,3,NA,"Spooky birds! 3rd female solicited by male missed it. She was chased off. No birds on center lek - at 5:37, several birds flew SE as I was driving in. Was not the truck that disturbed them. Flushed two hens on road in before farmhouse. 7:20 ~ 1/2 birs flew south. 5:46 - birds down - some (?) off to NE. 1 female mounted the others + was chased off by breeding male"
"binder","53","1989",5,1,"5:40","6:22","White","mud_springs","none","0 to 5","0","no","no",NA,NA,"clear",NA,NA,"7:18",84,1,NA,"Spooky birds! 3rd female solicited by male missed it. She was chased off. No birds on center lek - at 5:37, several birds flew SE as I was driving in. Was not the truck that disturbed them. Flushed two hens on road in before farmhouse. 7:20 ~ 1/2 birs flew south. 5:46 - birds down - some (?) off to NE. 1 female mounted the others + was chased off by breeding male"
"binder","54","1989",5,5,"5:57","6:10","White","mud_springs","none","0 to 5","60","no","no",NA,NA,"clear","golden eagle","5:57","6:54",93,6,"N lek.","Predator disturbance - all birds on S lek flew. Went to W lek - but gate was locked."
"binder","54","1989",5,5,"5:57","6:10","White","mud_springs","none","0 to 5","60","no","no",NA,NA,"clear","golden eagle","5:57","6:58",93,3,"N lek. ","Predator disturbance - all birds on S lek flew. Went to W lek - but gate was locked."
"binder","54","1989",5,5,"5:57","6:10","White","mud_springs","none","0 to 5","60","no","no",NA,NA,"clear","golden eagle","5:57","7:11",32,0,"S lek. ","Predator disturbance - all birds on S lek flew. Went to W lek - but gate was locked."
"binder","54","1989",5,5,"5:57","6:10","White","mud_springs","none","0 to 5","60","no","no",NA,NA,"clear","golden eagle","5:57",NA,NA,NA,"S lek. ","Predator disturbance - all birds on S lek flew. Went to W lek - but gate was locked."
"binder","55","1989",5,6,"5:19","6:18","White/Lau/Flussy","mud_springs","none","0 to 5","5","no","no",NA,NA,"clear","?","7:02","5:28",52,4,"N lek. Hens very scattered","1 interrupted. Predator disturbance - 7:02 -all birds S lek flew, 7:25 - all birds flew from N lek."
"binder","55","1989",5,6,"5:19","6:18","White/Lau/Flussy","mud_springs","none","0 to 5","5","no","no",NA,NA,"clear","?","7:02","6:23",69,1,"N lek. ","1 interrupted. Predator disturbance - 7:02 -all birds S lek flew, 7:25 - all birds flew from N lek."
"binder","55","1989",5,6,"5:19","6:18","White/Lau/Flussy","mud_springs","none","0 to 5","5","no","no",NA,NA,"clear","?","7:02","6:49",78,1,"N lek. -1W","1 interrupted. Predator disturbance - 7:02 -all birds S lek flew, 7:25 - all birds flew from N lek."
"binder","55","1989",5,6,"5:19","6:18","White/Lau/Flussy","mud_springs","none","0 to 5","5","no","no",NA,NA,"clear","?","7:02","7:27",42,2,"S lek. R/R W/B Y/R GG/WB","1 interrupted. Predator disturbance - 7:02 -all birds S lek flew, 7:25 - all birds flew from N lek."
"binder","57","1989",5,15,"5:15","5:57","White/Nickel","mud_springs","canon netting","0 to 5","2","no","no",NA,"Snow overnight","frost",NA,NA,"5:15",25,3,"S/W lek","Netted to catch malarious bird - caught 2.  Fly + W/B - both recap 88"
"binder","29","1989",3,28,"5:09","5:56","White/Baumchen/Berton","sybille_springs","none","20 to 30","2","no","no",NA,NA,"clear","hawk dead down a few miles",NA,"5:22",16,3,NA,"W/O lost fight to Y/O. Left 6:30 
Praire falcon, golden eagle (written at top of page)"
"binder","29","1989",3,28,"5:09","5:56","White/Baumchen/Berton","sybille_springs","none","20 to 30","2","no","no",NA,NA,"clear","hawk dead down a few miles",NA,"5:47",19,4,NA,"W/O lost fight to Y/O. Left 6:30 
Praire falcon, golden eagle (written at top of page)"
"binder","29","1989",3,28,"5:09","5:56","White/Baumchen/Berton","sybille_springs","none","20 to 30","2","no","no",NA,NA,"clear","hawk dead down a few miles",NA,"6:13",19,4,NA,"W/O lost fight to Y/O. Left 6:30 
Praire falcon, golden eagle (written at top of page)"
"binder","29","1989",3,28,"5:09","5:56","White/Baumchen/Berton","sybille_springs","none","20 to 30","2","no","no",NA,NA,"clear","hawk dead down a few miles",NA,"6:25",18,3,"hens wandering off","W/O lost fight to Y/O. Left 6:30 
Praire falcon, golden eagle (written at top of page)"
"binder","30","1989",3,30,"6:22","5:55","White","sybille_springs","none","2 to 30","90","light","no",NA,NA,"light snow cover",NA,NA,"6:22",8,2,"Saw 3 ferrug + 1 golden eagle on approach",NA
"binder","30","1989",3,30,"6:22","5:55","White","sybille_springs","none","2 to 30","90","light","no",NA,NA,"light snow cover",NA,NA,"6:32",10,0,"No strutting",NA
"binder","32","1989",4,13,"6:00","6:33","J. Baldwin","sybille_springs","none","calm","5",NA,NA,NA,NA,"dry","golden eagle","7:05","6:40",31,3,NA,NA
"binder","32","1989",4,13,"6:00","6:33","J. Baldwin","sybille_springs","none","calm","5",NA,NA,NA,NA,"dry","golden eagle","7:05","7:28",30,6,"Female west side of lek",NA
"binder","33","1989",4,15,"5:55","6:35","J. Baldwin","sybille_springs","none","10 to 15","30 to 40",NA,NA,NA,NA,"dry",NA,NA,"6:11",18,1,"Tent pitched on middle of right lek","Some observers from the UW Ag. Dept had pitched a tent in the dark in the middle of the lek."
"binder","33","1989",4,15,"5:55","6:35","J. Baldwin","sybille_springs","none","10 to 15","30 to 40",NA,NA,NA,NA,"dry",NA,NA,"6:31",15,8,"Females were hanging around UM male and Red - Blue male at west lek","Some observers from the UW Ag. Dept had pitched a tent in the dark in the middle of the lek."
"binder","34","1989",4,16,"5:45","6:32","J. Baldwin","sybille_springs","none","5 to 10","30 to 50",NA,NA,NA,NA,"dry","golden eagle","6:10","5:59",9,10,NA,"People disturbance kept right  side of lek from ever reestablishing. Predator disturbance - all birds left lek."
"binder","34","1989",4,16,"5:45","6:32","J. Baldwin","sybille_springs","none","5 to 10","30 to 50",NA,NA,NA,NA,"dry","golden eagle","6:10","7:00",6,3,"Lek trying to reestablish itself after predator disturbance","People disturbance kept right  side of lek from ever reestablishing. Predator disturbance - all birds left lek."
"binder","35","1989",4,18,"5:35","6:26","J. Baldwin","sybille_springs","none","5","5",NA,NA,NA,NA,"dry",NA,NA,"5:44",19,10,NA,"Lek is split into E + W groups - UM copulations from west and east group, respectively."
"binder","35","1989",4,18,"5:35","6:26","J. Baldwin","sybille_springs","none","5","5",NA,NA,NA,NA,"dry",NA,NA,"6:26",15,2,NA,"Lek is split into E + W groups - UM copulations from west and east group, respectively."
"binder","35","1989",4,18,"5:35","6:26","J. Baldwin","sybille_springs","none","5","5",NA,NA,NA,NA,"dry",NA,NA,"7:00",NA,NA,"Most female gone","Lek is split into E + W groups - UM copulations from west and east group, respectively."
"binder","36","1989",4,20,"5:33","6:20","J. Baldwin","sybille_springs","none","0 to 5","20",NA,NA,NA,NA,"dry",NA,NA,"5:52",38,6,NA,"Full moon. Copulations - east lek, still dark."
"binder","36","1989",4,20,"5:33","6:20","J. Baldwin","sybille_springs","none","0 to 5","20",NA,NA,NA,NA,"dry",NA,NA,"6:15",0,NA,NA,"Full moon. Copulations - east lek, still dark."
"binder","36","1989",4,20,"5:33","6:20","J. Baldwin","sybille_springs","none","0 to 5","20",NA,NA,NA,NA,"dry",NA,NA,NA,NA,NA,"Left at 6:15 no females - no action","Full moon. Copulations - east lek, still dark."
"binder","37","1989",4,22,"5:17","6:20","J. Baldwin","sybille_springs","none","0 to 5","50",NA,NA,NA,NA,"dry","eagle","7:27","5:48",41,0,NA,"Birds left at predator disturbance"
"binder","37","1989",4,22,"5:17","6:20","J. Baldwin","sybille_springs","none","0 to 5","50",NA,NA,NA,NA,"dry","eagle","7:27","6:22",40,1,"East lek","Birds left at predator disturbance"
"binder","37","1989",4,22,"5:17","6:20","J. Baldwin","sybille_springs","none","0 to 5","50",NA,NA,NA,NA,"dry","eagle","7:27","6:40",38,1,NA,"Birds left at predator disturbance"
"binder","38","1989",4,23,"5:35","6:18","J. Baldwin","sybille_springs","none","0 to 5","10",NA,NA,NA,NA,"dry","?, people","5:47, 6:06","5:45",41,NA,NA,"The people weren't satisfied until they has chased every bird off lek!!! Left at 6:30"
"binder","38","1989",4,23,"5:35","6:18","J. Baldwin","sybille_springs","none","0 to 5","10",NA,NA,NA,NA,"dry","?, people","5:47, 6:06","5:55",40,1,NA,"The people weren't satisfied until they has chased every bird off lek!!! Left at 6:30"
"binder","40","1989",4,29,"5:15","6:10","J. Baldwin","sybille_springs","none","15","75",NA,NA,NA,"Sleet for a short while","dry","hawk","6:20","5:43",24,NA,"COLD","No females observed. Males were strutting hard until 1st light. They then slowly dispersed. Hawk distubance chased the few remaining males off."
"binder","40","1989",4,29,"5:15","6:10","J. Baldwin","sybille_springs","none","15","75",NA,NA,NA,"Sleet for a short while","dry","hawk","6:20","6:05",13,NA,NA,"No females observed. Males were strutting hard until 1st light. They then slowly dispersed. Hawk distubance chased the few remaining males off."
"binder","40","1989",4,29,"5:15","6:10","J. Baldwin","sybille_springs","none","15","75",NA,NA,NA,"Sleet for a short while","dry","hawk","6:20","6:20",6,NA,NA,"No females observed. Males were strutting hard until 1st light. They then slowly dispersed. Hawk distubance chased the few remaining males off."
"binder","41","1989",4,30,"5:35","6:10","J. Baldwin","sybille_springs","none","0 to 5","overcase and snowing","yes",NA,NA,NA,"1/2 snow",NA,NA,"5:40",17,0,NA,"~ 1"" snow when I left and snowing hard"
"binder","41","1989",4,30,"5:35","6:10","J. Baldwin","sybille_springs","none","0 to 5","overcase and snowing","yes",NA,NA,NA,"1/2 snow",NA,NA,"6:00",15,1,"Walk hens W lek","~ 1"" snow when I left and snowing hard"
"binder","41","1989",4,30,"5:35","6:10","J. Baldwin","sybille_springs","none","0 to 5","overcase and snowing","yes",NA,NA,NA,"1/2 snow",NA,NA,"6:42",27,0,NA,"~ 1"" snow when I left and snowing hard"
"binder","41","1989",4,30,"5:35","6:10","J. Baldwin","sybille_springs","none","0 to 5","overcase and snowing","yes",NA,NA,NA,"1/2 snow",NA,NA,NA,NA,NA,"Only 5 males on East lek","~ 1"" snow when I left and snowing hard"
"binder","42","1989",5,2,"5:25","6:04","J. Baldwin","sybille_springs","none","5","95",NA,"yes (drizzling often)",NA,NA,"dry",NA,NA,"5:30",81,3,NA,"More action this morning. East lek visited by several single females, but no copopulations witnessed."
"binder","42","1989",5,2,"5:25","6:04","J. Baldwin","sybille_springs","none","5","95",NA,"yes (drizzling often)",NA,NA,"dry",NA,NA,"6:05",51,0,NA,"More action this morning. East lek visited by several single females, but no copopulations witnessed."
"binder","42","1989",5,2,"5:25","6:04","J. Baldwin","sybille_springs","none","5","95",NA,"yes (drizzling often)",NA,NA,"dry",NA,NA,"6:32",27,0,NA,"More action this morning. East lek visited by several single females, but no copopulations witnessed."
"binder","42","1989",5,2,"5:25","6:04","J. Baldwin","sybille_springs","none","5","95",NA,"yes (drizzling often)",NA,NA,"dry",NA,NA,"6:52",31,1,"Walked thru east lek","More action this morning. East lek visited by several single females, but no copopulations witnessed."
