"source","binder_pdf_page_number","year","month","day","arrival_time","observer","lek_name","trapping_activity","wind_mph","cloud_cover_percent_comments","snowing_status","raining_status","temp_f","other_weather_conditions","lek_ground_condition","predator_disturbance_type","predator_disturbance_time","type","left_tag_color","left_tag_number","left_tag_code","right_tag_color","right_tag_number","right_tag_code","age","observation_time","sunrise_time","time_start","time_end","num_of_struts","struts_5_min","distance_to_hens_category","distance_to_hens_notes","fights","num_of_copulations","breed","malaria","lice","other_fights_and_comments"
"binder, floppy","41","1989",4,30,"5:35","J. Baldwin","sybille_springs","none","0 to 5","overcase and snowing","yes",NA,NA,NA,"1/2 snow",NA,NA,"strut","red","1720","R1720","green","1581","G1581","adult",NA,"6:10","6:01","6:06",0,0,"3",NA,NA,NA,"yes","yes","no","~ 1"" snow when I left and snowing hard"
"binder, floppy","41","1989",4,30,"5:35","J. Baldwin","sybille_springs","none","0 to 5","overcase and snowing","yes",NA,NA,NA,"1/2 snow",NA,NA,"strut","red","1704","R1704","yellow","1256","Y1256","juv",NA,"6:10","6:40","6:45",6,6,"3",NA,NA,NA,"no","no",NA,"~ 1"" snow when I left and snowing hard"
"binder, floppy","41","1989",4,30,"5:35","J. Baldwin","sybille_springs","none","0 to 5","overcase and snowing","yes",NA,NA,NA,"1/2 snow",NA,NA,"strut","red","1707","R1707","orange","1354","O1354","juv",NA,"6:10","6:34","6:39",5,5,"3",NA,NA,NA,"no","no",NA,"~ 1"" snow when I left and snowing hard"
"binder, floppy","41","1989",4,30,"5:35","J. Baldwin","sybille_springs","none","0 to 5","overcase and snowing","yes",NA,NA,NA,"1/2 snow",NA,NA,"strut","red","1725","R1725","white","1446","W1446","adult",NA,"6:10","6:15","6:20",0,0,"3",NA,NA,NA,"no","no","no","~ 1"" snow when I left and snowing hard"
"binder, floppy","42","1989",5,2,"5:25","J. Baldwin","sybille_springs","none","5","95",NA,"yes (drizzling often)",NA,NA,"dry",NA,NA,"strut","red","1720","R1720","green","1581","G1581","adult",NA,"6:04","5:58","6:03",14,14,"3",NA,"Chased JV",NA,"yes","yes","no","More action this morning. East lek visited by several single females, but no copopulations witnessed."
"binder","42","1989",5,2,"5:25","J. Baldwin","sybille_springs","none","5","95",NA,"yes (drizzling often)",NA,NA,"dry",NA,NA,"copulation","red",NA,NA,"green",NA,NA,NA,NA,"6:04",NA,NA,NA,NA,NA,NA,NA,3,"yes",NA,NA,"More action this morning. East lek visited by several single females, but no copopulations witnessed."
"binder, floppy","42","1989",5,2,"5:25","J. Baldwin","sybille_springs","none","5","95",NA,"yes (drizzling often)",NA,NA,"dry",NA,NA,"strut","orange","1320","O1320","yellow","1250","Y1250","adult",NA,"6:04","6:10","6:15",4,4,"3",NA,"0",NA,"no","yes","no","More action this morning. East lek visited by several single females, but no copopulations witnessed."
"binder","42","1989",5,2,"5:25","J. Baldwin","sybille_springs","none","5","95",NA,"yes (drizzling often)",NA,NA,"dry",NA,NA,"strut","red",NA,NA,"yellow",NA,NA,NA,NA,"6:04","6:42","6:52",3,2,"3",NA,"Chased Jv",NA,NA,NA,NA,"More action this morning. East lek visited by several single females, but no copopulations witnessed."
"binder, floppy","42","1989",5,2,"5:25","J. Baldwin","sybille_springs","none","5","95",NA,"yes (drizzling often)",NA,NA,"dry",NA,NA,"strut","red","1725","R1725","white","1446","W1446","adult",NA,"6:04","6:22","6:27",2,2,"3",NA,"(?) standoff w/another male",NA,"no","no","no","More action this morning. East lek visited by several single females, but no copopulations witnessed."
"binder, floppy","42","1989",5,2,"5:25","J. Baldwin","sybille_springs","none","5","95",NA,"yes (drizzling often)",NA,NA,"dry",NA,NA,"strut","orange","1356","O1356","orange","1358","O1358","juv",NA,"6:04","6:37","6:42",31,31,"3",NA,"0",NA,"no","no",NA,"More action this morning. East lek visited by several single females, but no copopulations witnessed."
"binder","42","1989",5,2,"5:25","J. Baldwin","sybille_springs","none","5","95",NA,"yes (drizzling often)",NA,NA,"dry",NA,NA,"strut","orange",NA,NA,"green",NA,NA,NA,NA,"6:04",NA,NA,6,6,NA,NA,"Juvenile bird",NA,NA,NA,NA,"More action this morning. East lek visited by several single females, but no copopulations witnessed."
"binder, floppy","43","1989",5,3,"5:15","J. Baldwin","sybille_springs","none","15 to 20","50",NA,NA,NA,NA,"dry",NA,NA,"strut","red","1720","R1720","green","1581","G1581","adult",NA,"6:03","6:11","6:16",31,31,"1",NA,"0",NA,"yes","yes","no","Red-Blue had females around him all morn. Stong wind seemed to make the birds huddle more, and the females took a long time to solicit copopulations."
"binder","43","1989",5,3,"5:15","J. Baldwin","sybille_springs","none","15 to 20","50",NA,NA,NA,NA,"dry",NA,NA,"copulation","red",NA,NA,"green",NA,NA,NA,NA,"6:03",NA,NA,NA,NA,NA,NA,NA,3,"yes",NA,NA,"Red-Blue had females around him all morn. Stong wind seemed to make the birds huddle more, and the females took a long time to solicit copopulations."
"binder","43","1989",5,3,"5:15","J. Baldwin","sybille_springs","none","15 to 20","50",NA,NA,NA,NA,"dry",NA,NA,"strut","red",NA,NA,"yellow",NA,NA,NA,NA,"6:03",NA,NA,NA,NA,NA,NA,"Switched position in lek several times",NA,NA,NA,NA,"Red-Blue had females around him all morn. Stong wind seemed to make the birds huddle more, and the females took a long time to solicit copopulations."
"binder","43","1989",5,3,"5:15","J. Baldwin","sybille_springs","none","15 to 20","50",NA,NA,NA,NA,"dry",NA,NA,"strut","white",NA,NA,"green",NA,NA,NA,NA,"6:03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red-Blue had females around him all morn. Stong wind seemed to make the birds huddle more, and the females took a long time to solicit copopulations."
"binder, floppy","43","1989",5,3,"5:15","J. Baldwin","sybille_springs","none","15 to 20","50",NA,NA,NA,NA,"dry",NA,NA,"strut","orange","1320","O1320","yellow","1250","Y1250","adult",NA,"6:03","5:55","6:00",5,5,"1",NA,NA,NA,"no","yes","no","Red-Blue had females around him all morn. Stong wind seemed to make the birds huddle more, and the females took a long time to solicit copopulations."
"binder, floppy","43","1989",5,3,"5:15","J. Baldwin","sybille_springs","none","15 to 20","50",NA,NA,NA,NA,"dry",NA,NA,"strut","red","1725","R1725","white","1446","W1446","adult",NA,"6:03","5:35","5:40",0,0,"3",NA,NA,NA,"no","no","no","Red-Blue had females around him all morn. Stong wind seemed to make the birds huddle more, and the females took a long time to solicit copopulations."
"binder, floppy","43","1989",5,3,"5:15","J. Baldwin","sybille_springs","none","15 to 20","50",NA,NA,NA,NA,"dry",NA,NA,"strut","orange","1356","O1356","orange","1358","O1358","juv",NA,"6:03","6:45","6:50",0,0,"3",NA,"1 standoff",NA,"no","no",NA,"Red-Blue had females around him all morn. Stong wind seemed to make the birds huddle more, and the females took a long time to solicit copopulations."
"binder, floppy","44","1989",5,4,"5:15","J. Baldwin","sybille_springs","none","15 to 20","overcast","yes",NA,NA,NA,"dry",NA,NA,"strut","red","1704","R1704","yellow","1256","Y1256","juv",NA,"6:03","6:00","6:05",0,0,"0",NA,"0",NA,"no","no",NA,"No females ever showed up.Lek was pretty boring"
"binder, floppy","44","1989",5,4,"5:15","J. Baldwin","sybille_springs","none","15 to 20","overcast","yes",NA,NA,NA,"dry",NA,NA,"strut","red","1720","R1720","green","1581","G1581","adult",NA,"6:03","6:10","6:15",0,0,"0",NA,"0",NA,"yes","yes","no","No females ever showed up.Lek was pretty boring"
"binder","44","1989",5,4,"5:15","J. Baldwin","sybille_springs","none","15 to 20","overcast","yes",NA,NA,NA,"dry",NA,NA,"strut","orange",NA,NA,"yellow",NA,NA,NA,NA,"6:03",NA,NA,NA,NA,NA,NA,"Chasing JVs all over",NA,NA,NA,NA,"No females ever showed up.Lek was pretty boring"
"binder, floppy","44","1989",5,4,"5:15","J. Baldwin","sybille_springs","none","15 to 20","overcast","yes",NA,NA,NA,"dry",NA,NA,"strut","red","1725","R1725","white","1446","W1446","adult",NA,"6:03","6:20","6:25",10,10,"0",NA,"0",NA,"no","no","no","No females ever showed up.Lek was pretty boring"
"binder, floppy","44","1989",5,4,"5:15","J. Baldwin","sybille_springs","none","15 to 20","overcast","yes",NA,NA,NA,"dry",NA,NA,"strut","orange","1356","O1356","orange","1358","O1358","juv",NA,"6:03","6:25","6:30",3,3,"0",NA,"0",NA,"no","no",NA,"No females ever showed up.Lek was pretty boring"
"binder, floppy","45","1989",5,6,"5:20","J. Baldwin","sybille_springs","none","0 to 5","30",NA,NA,NA,NA,"dry","eagle","7:30","strut","red","1720","R1720","green","1581","G1581","adult",NA,"6:00","5:33","5:38",14,14,"2",NA,"0",NA,"yes","yes","no",NA
"binder","45","1989",5,6,"5:20","J. Baldwin","sybille_springs","none","0 to 5","30",NA,NA,NA,NA,"dry","eagle","7:30","copulation","red",NA,NA,"green",NA,NA,NA,NA,"6:00",NA,NA,NA,NA,NA,NA,NA,2,"yes",NA,NA,NA
"binder, floppy","45","1989",5,6,"5:20","J. Baldwin","sybille_springs","none","0 to 5","30",NA,NA,NA,NA,"dry","eagle","7:30","strut","red","1704","R1704","yellow","1256","Y1256","juv",NA,"6:00","6:03","6:08",7,7,"3",NA,"Chased JV",NA,"no","no",NA,NA
"binder","45","1989",5,6,"5:20","J. Baldwin","sybille_springs","none","0 to 5","30",NA,NA,NA,NA,"dry","eagle","7:30","strut","white",NA,NA,"green",NA,NA,NA,NA,"6:00",NA,NA,NA,NA,NA,NA,"JUVENILE",NA,NA,NA,NA,NA
"binder, floppy","45","1989",5,6,"5:20","J. Baldwin","sybille_springs","none","0 to 5","30",NA,NA,NA,NA,"dry","eagle","7:30","strut","orange","1356","O1356","orange","1358","O1358","juv",NA,"6:00","6:13","6:18",8,8,"3",NA,"0",NA,"no","no",NA,NA
"binder, floppy","45","1989",5,6,"5:20","J. Baldwin","sybille_springs","none","0 to 5","30",NA,NA,NA,NA,"dry","eagle","7:30","strut","red","1725","R1725","white","1446","W1446","adult",NA,"6:00","6:44","6:49",13,13,"3",NA,"0",NA,"no","no","no",NA
"binder","46","1989",5,7,"5:25","J. Baldwin","sybille_springs","none","0 to 5","5",NA,NA,NA,NA,"dry",NA,NA,"strut","red",NA,NA,"yellow",NA,NA,NA,NA,"5:58",NA,NA,0,0,NA,NA,"Almost no strutting all morning",NA,NA,NA,NA,"Leks abandoned at 7:05. West Lek was very apathetic"
"binder","46","1989",5,7,"5:25","J. Baldwin","sybille_springs","none","0 to 5","5",NA,NA,NA,NA,"dry",NA,NA,"strut","red",NA,NA,"green",NA,NA,NA,NA,"5:58",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"Leks abandoned at 7:05. West Lek was very apathetic"
"binder","46","1989",5,7,"5:25","J. Baldwin","sybille_springs","none","0 to 5","5",NA,NA,NA,NA,"dry",NA,NA,"strut","orange",NA,NA,"yellow",NA,NA,NA,NA,"5:58",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"Leks abandoned at 7:05. West Lek was very apathetic"
"binder","46","1989",5,7,"5:25","J. Baldwin","sybille_springs","none","0 to 5","5",NA,NA,NA,NA,"dry",NA,NA,"strut","red",NA,NA,"white",NA,NA,NA,NA,"5:58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leks abandoned at 7:05. West Lek was very apathetic"
"binder","46","1989",5,7,"5:25","J. Baldwin","sybille_springs","none","0 to 5","5",NA,NA,NA,NA,"dry",NA,NA,"strut","orange",NA,NA,"orange",NA,NA,NA,NA,"5:58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leks abandoned at 7:05. West Lek was very apathetic"
"binder","46","1989",5,7,"5:25","J. Baldwin","sybille_springs","none","0 to 5","5",NA,NA,NA,NA,"dry",NA,NA,"strut","red",NA,NA,NA,NA,NA,NA,NA,"5:58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leks abandoned at 7:05. West Lek was very apathetic"
"binder","46","1989",5,7,"5:25","J. Baldwin","sybille_springs","none","0 to 5","5",NA,NA,NA,NA,"dry",NA,NA,"strut","orange",NA,NA,"green",NA,NA,NA,NA,"5:58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leks abandoned at 7:05. West Lek was very apathetic"
"binder, floppy","47","1989",5,12,"5:38","White","sybille_springs","none","5 to 10","70","no","no",NA,NA,"clear",NA,NA,"strut","red","1720","R1720","green","1581","G1581","adult",NA,"5:56","5:46","5:51",37,37,"1",NA,NA,NA,"yes","yes","no","All hens gone by 6:15. Left 6:30 - no one strutting"
"binder, floppy","47","1989",5,12,"5:38","White","sybille_springs","none","5 to 10","70","no","no",NA,NA,"clear",NA,NA,"strut","orange","1320","O1320","yellow","1250","Y1250","adult",NA,"5:56","5:52","5:57",19,19,"3",NA,"Wingbeat w/UM adjacent male",NA,"no","yes","no","All hens gone by 6:15. Left 6:30 - no one strutting"
"binder, floppy","47","1989",5,12,"5:38","White","sybille_springs","none","5 to 10","70","no","no",NA,NA,"clear",NA,NA,"strut","red","1711","R1711","blue","1625","B1625","adult",NA,"5:56","6:11","6:16",6,6,"3",NA,"- hen left 6:13",NA,"no","no","yes","All hens gone by 6:15. Left 6:30 - no one strutting"
"floppy",NA,"1989",5,2,NA,NA,"sybille_springs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strut","red","1704","R1704","yellow","1256","Y1256","juv",NA,"6:00","6:47",NA,NA,3,"3",NA,NA,NA,"no","no",NA,NA
"binder, floppy","45","1989",5,6,"5:20","J. Baldwin","sybille_springs","none","0 to 5","30",NA,NA,NA,NA,"dry","eagle","7:30","strut","green","1073","G1073","yellow","1235","Y1235","adult",NA,"6:00","5:55","6:00",7,7,"3",NA,"2",NA,"no","no","no",NA
"binder, floppy","47","1989",5,12,"5:38","White","sybille_springs","none","5 to 10","70","no","no",NA,NA,"clear",NA,NA,"strut","red","1725","R1725","white","1446","W1446","adult",NA,"5:56","6:07","6:12",27,27,"3",NA,"- hen left 6:13",NA,"no","no","no","All hens gone by 6:15. Left 6:30 - no one strutting"
"binder","15","1988",4,10,"5:09","Johnsons","cordingly",NA,"5","0","no","no",NA,NA,"1 inch new snow",NA,NA,"strut",NA,NA,NA,NA,NA,NA,NA,NA,"6:34","6:09","6:14",18,18,"1",NA,NA,NA,NA,NA,NA,NA
"binder, floppy","16","1988",4,11,"3:00","White/Johnsons","cordingly",NA,NA,"5","no","no",NA,"Common net + 1 male caught in spotlight",NA,NA,NA,"strut","orange","66","O66","purple","556","P556","adult",NA,"6:32","6:25","6:30",31,31,"2",NA,NA,NA,"no","no","yes","G/W chased off lek by ALL other males. Strutted around 50 m E of net. B/P fought unmarked male, wing beating, clucking, tail. Female G/G present"
"binder","16","1988",4,11,"3:00","White/Johnsons","cordingly",NA,NA,"5","no","no",NA,"Common net + 1 male caught in spotlight",NA,NA,NA,"copulation","unmarked",NA,NA,NA,NA,NA,NA,NA,"6:32",NA,NA,NA,NA,NA,NA,NA,2,"yes",NA,NA,"G/W chased off lek by ALL other males. Strutted around 50 m E of net. B/P fought unmarked male, wing beating, clucking, tail. Female G/G present"
"binder, floppy","16","1988",4,11,"3:00","White/Johnsons","cordingly",NA,NA,"5","no","no",NA,"Common net + 1 male caught in spotlight",NA,NA,NA,"strut","green","334","G334","white","475","W475","adult",NA,"6:32","6:30","6:35",27,27,"3",NA,NA,NA,"no","no","yes","G/W chased off lek by ALL other males. Strutted around 50 m E of net. B/P fought unmarked male, wing beating, clucking, tail. Female G/G present"
"binder, floppy","18","1988",4,14,"5:38","Koeppen","cordingly",NA,"0 to 5","20","no","no",NA,"Hazy on Horizons","clear no frost","raptor","6:26","strut","orange","66","O66","purple","556","P556","adult",NA,"6:33","6:27","6:32",20,20,"1","5 ft and hen moved away",NA,NA,"no","no","yes","6:26: raptor flew over and hens squatted down to hide males didn't. 6:30 all females moved out to NE. BB and WR are in a continual stand off with no actual fighting. By 7:00 am Just about all activity stopped."
"binder","18","1988",4,14,"5:38","Koeppen","cordingly",NA,"0 to 5","20","no","no",NA,"Hazy on Horizons","clear no frost","raptor","6:26","copulation","unmarked",NA,NA,NA,NA,NA,NA,"6:05","6:33",NA,NA,NA,NA,NA,NA,NA,2,"yes",NA,NA,"6:26: raptor flew over and hens squatted down to hide males didn't. 6:30 all females moved out to NE. BB and WR are in a continual stand off with no actual fighting. By 7:00 am Just about all activity stopped."
"binder, floppy","18","1988",4,14,"5:38","Koeppen","cordingly",NA,"0 to 5","20","no","no",NA,"Hazy on Horizons","clear no frost","raptor","6:26","strut","white","430","W430","red","178","R178","adult",NA,"6:33","6:34","6:39",4,4,"0","no one around","stand off with BB",NA,"no","no","yes","6:26: raptor flew over and hens squatted down to hide males didn't. 6:30 all females moved out to NE. BB and WR are in a continual stand off with no actual fighting. By 7:00 am Just about all activity stopped."
"binder, floppy","19","1988",4,15,"5:37","Koeppen","cordingly",NA,"0 to 5","40","no","no",NA,"Hazy on Horizons","clear and dry no frost","coyotes","6:45","strut","orange","66","O66","purple","556","P556","adult",NA,"6:30","6:13","6:18",30,30,"1",NA,NA,NA,"no","no","yes","OP chased hens to north. 5:58 copulation? 6:25: golden eagle flew over. 
Hens are moving to north. RB + OP fight, OP won. Pair of coyotes moved by at 6:45 50-100 yards away, no effect on birds. 6:49 fight + BB + WR appears to be even matchup, BB walked off. By 7:00, all activity stopped - no hens on lek, moved to north."
"binder, floppy","19","1988",4,15,"5:37","Koeppen","cordingly",NA,"0 to 5","40","no","no",NA,"Hazy on Horizons","clear and dry no frost","coyotes","6:45","strut","white","430","W430","red","178","R178","adult",NA,"6:30","6:22","6:27",17,17,"3",NA,"Interrupted by golden eagle",NA,"no","no","yes","OP chased hens to north. 5:58 copulation? 6:25: golden eagle flew over. 
Hens are moving to north. RB + OP fight, OP won. Pair of coyotes moved by at 6:45 50-100 yards away, no effect on birds. 6:49 fight + BB + WR appears to be even matchup, BB walked off. By 7:00, all activity stopped - no hens on lek, moved to north."
"binder","19","1988",4,15,"5:37","Koeppen","cordingly",NA,"0 to 5","40","no","no",NA,"Hazy on Horizons","clear and dry no frost","coyotes","6:45","strut","blue",NA,NA,"blue",NA,NA,NA,NA,"6:30","6:06","6:11",34,34,"3",NA,NA,NA,NA,NA,NA,"OP chased hens to north. 5:58 copulation? 6:25: golden eagle flew over. 
Hens are moving to north. RB + OP fight, OP won. Pair of coyotes moved by at 6:45 50-100 yards away, no effect on birds. 6:49 fight + BB + WR appears to be even matchup, BB walked off. By 7:00, all activity stopped - no hens on lek, moved to north."
"binder","19","1988",4,15,"5:37","Koeppen","cordingly",NA,"0 to 5","40","no","no",NA,"Hazy on Horizons","clear and dry no frost","coyotes","6:45","strut",NA,NA,NA,NA,NA,NA,NA,NA,"6:30","6:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OP chased hens to north. 5:58 copulation? 6:25: golden eagle flew over. 
Hens are moving to north. RB + OP fight, OP won. Pair of coyotes moved by at 6:45 50-100 yards away, no effect on birds. 6:49 fight + BB + WR appears to be even matchup, BB walked off. By 7:00, all activity stopped - no hens on lek, moved to north."
"binder","20","1988",4,16,"5:53","Koeppen","cordingly",NA,"0 to 5","20","no","no",NA,"Light fog + Hazy horizens","frosted a little ",NA,NA,"copulation","orange",NA,NA,"purple",NA,NA,NA,NA,"6:37",NA,NA,NA,NA,NA,NA,NA,1,"yes",NA,NA,"6:01: Op fight unmarked, OP won. One female around male by stake. OP chasing hens. Female move north and south. BB-WR fight - BB walked off no apparent winner. 6:50 unmarked male by stake 1 copualtion. 6:56: OP and unmarked - op challenged by unmakred, unmarked back off. Hens left to NW at 7:20 OP chasing as usual"
"binder, floppy","20","1988",4,16,"5:53","Koeppen","cordingly",NA,"0 to 5","20","no","no",NA,"Light fog + Hazy horizens","frosted a little ",NA,NA,"strut","white","430","W430","red","178","R178","adult",NA,"6:37","6:15","6:20",33,33,"3",NA,NA,NA,"no","no","yes","6:01: Op fight unmarked, OP won. One female around male by stake. OP chasing hens. Female move north and south. BB-WR fight - BB walked off no apparent winner. 6:50 unmarked male by stake 1 copualtion. 6:56: OP and unmarked - op challenged by unmakred, unmarked back off. Hens left to NW at 7:20 OP chasing as usual"
"binder","20","1988",4,16,"5:53","Koeppen","cordingly",NA,"0 to 5","20","no","no",NA,"Light fog + Hazy horizens","frosted a little ",NA,NA,"copulation","unmarked",NA,NA,NA,NA,NA,NA,NA,"6:37",NA,NA,NA,NA,NA,NA,NA,1,"yes",NA,NA,"6:01: Op fight unmarked, OP won. One female around male by stake. OP chasing hens. Female move north and south. BB-WR fight - BB walked off no apparent winner. 6:50 unmarked male by stake 1 copualtion. 6:56: OP and unmarked - op challenged by unmakred, unmarked back off. Hens left to NW at 7:20 OP chasing as usual"
"binder, floppy","20","1988",4,16,"5:53","Koeppen","cordingly",NA,"0 to 5","20","no","no",NA,"Light fog + Hazy horizens","frosted a little ",NA,NA,"strut","blue","265","B265","blue","264","B264","adult",NA,"6:37","6:23","6:28",30,30,"3",NA,NA,NA,"no","yes","yes","6:01: Op fight unmarked, OP won. One female around male by stake. OP chasing hens. Female move north and south. BB-WR fight - BB walked off no apparent winner. 6:50 unmarked male by stake 1 copualtion. 6:56: OP and unmarked - op challenged by unmakred, unmarked back off. Hens left to NW at 7:20 OP chasing as usual"
"binder, floppy","20","1988",4,16,"5:53","Koeppen","cordingly",NA,"0 to 5","20","no","no",NA,"Light fog + Hazy horizens","frosted a little ",NA,NA,"strut","orange","66","O66","purple","556","P556","adult",NA,"6:37","6:59","7:04",32,32,"1",NA,NA,NA,"yes","no","yes","6:01: Op fight unmarked, OP won. One female around male by stake. OP chasing hens. Female move north and south. BB-WR fight - BB walked off no apparent winner. 6:50 unmarked male by stake 1 copualtion. 6:56: OP and unmarked - op challenged by unmakred, unmarked back off. Hens left to NW at 7:20 OP chasing as usual"
"binder, floppy","20","1988",4,16,"5:53","Koeppen","cordingly",NA,"0 to 5","20","no","no",NA,"Light fog + Hazy horizens","frosted a little ",NA,NA,"strut","white","430","W430","red","178","R178","adult",NA,"6:37","7:08","7:13",29,29,"1",NA,NA,NA,"no","no","yes","6:01: Op fight unmarked, OP won. One female around male by stake. OP chasing hens. Female move north and south. BB-WR fight - BB walked off no apparent winner. 6:50 unmarked male by stake 1 copualtion. 6:56: OP and unmarked - op challenged by unmakred, unmarked back off. Hens left to NW at 7:20 OP chasing as usual"
"binder, floppy","20","1988",4,16,"5:53","Koeppen","cordingly",NA,"0 to 5","20","no","no",NA,"Light fog + Hazy horizens","frosted a little ",NA,NA,"strut","blue","265","B265","blue","264","B264","adult",NA,"6:37","7:17","7:22",22,22,"2",NA,NA,NA,"no","yes","yes","6:01: Op fight unmarked, OP won. One female around male by stake. OP chasing hens. Female move north and south. BB-WR fight - BB walked off no apparent winner. 6:50 unmarked male by stake 1 copualtion. 6:56: OP and unmarked - op challenged by unmakred, unmarked back off. Hens left to NW at 7:20 OP chasing as usual"
"binder, floppy","23","1988",4,29,"5:32","White","cordingly",NA,"0","30","no","no",NA,NA,NA,NA,NA,"strut","blue","265","B265","blue","264","B264","adult",NA,"6:07","6:00","6:05",0,0,"0",NA,NA,NA,"no","yes","yes","Tailless wonder present!5:51 - 4 males wandered off to N - feeding. R on right (W/R?), + P on right. 6:12 - all birds but tailess take flight. Tailess and UM eat and looked at each other from 2 feet apart for 15 minutes, then unmarked male walked off. 6:11 - B/B walked off (N) and began to feed."
"floppy",NA,"1988",4,15,NA,NA,"cordingly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strut","blue","265","B265","blue","264","B264","adult",NA,"6:32","6:26",NA,NA,39,"1",NA,NA,NA,"no","yes","yes",NA
"binder, floppy","16","1988",4,11,"3:00","White/Johnsons","cordingly",NA,NA,"5","no","no",NA,"Common net + 1 male caught in spotlight",NA,NA,NA,"strut","NA",NA,"b","NA",NA,"p",NA,NA,"6:32","6:34","6:39",29,29,"2",NA,NA,NA,"no",NA,NA,"G/W chased off lek by ALL other males. Strutted around 50 m E of net. B/P fought unmarked male, wing beating, clucking, tail. Female G/G present"
"binder, floppy","18","1988",4,14,"5:38","Koeppen","cordingly",NA,"0 to 5","20","no","no",NA,"Hazy on Horizons","clear no frost","raptor","6:26","strut","NA",NA,"r","NA",NA,"b",NA,NA,"6:33","6:41","6:46",23,23,"3","25 yds was chasing hens",NA,NA,"no",NA,NA,"6:26: raptor flew over and hens squatted down to hide males didn't. 6:30 all females moved out to NE. BB and WR are in a continual stand off with no actual fighting. By 7:00 am Just about all activity stopped."
"binder, floppy","20","1988",4,16,"5:53","Koeppen","cordingly",NA,"0 to 5","20","no","no",NA,"Light fog + Hazy horizens","frosted a little ",NA,NA,"strut","NA",NA,"r","NA",NA,"b",NA,NA,"6:37","6:36","6:41",25,25,"3",NA,NA,NA,"no",NA,NA,"6:01: Op fight unmarked, OP won. One female around male by stake. OP chasing hens. Female move north and south. BB-WR fight - BB walked off no apparent winner. 6:50 unmarked male by stake 1 copualtion. 6:56: OP and unmarked - op challenged by unmakred, unmarked back off. Hens left to NW at 7:20 OP chasing as usual"
"binder, floppy","19","1988",4,15,"5:37","Koeppen","cordingly",NA,"0 to 5","40","no","no",NA,"Hazy on Horizons","clear and dry no frost","coyotes","6:45","strut","orange","66","O66","purple","556","P556","adult",NA,"6:30","8:00",NA,32,32,"1",NA,NA,NA,"no","no","yes","OP chased hens to north. 5:58 copulation? 6:25: golden eagle flew over. 
Hens are moving to north. RB + OP fight, OP won. Pair of coyotes moved by at 6:45 50-100 yards away, no effect on birds. 6:49 fight + BB + WR appears to be even matchup, BB walked off. By 7:00, all activity stopped - no hens on lek, moved to north."
"binder, floppy","20","1988",4,16,"5:53","Koeppen","cordingly",NA,"0 to 5","20","no","no",NA,"Light fog + Hazy horizens","frosted a little ",NA,NA,"strut","orange","66","O66","purple","556","P556","adult",NA,"6:37","6:09","6:14",31,31,"1",NA,NA,NA,"no","no","yes","6:01: Op fight unmarked, OP won. One female around male by stake. OP chasing hens. Female move north and south. BB-WR fight - BB walked off no apparent winner. 6:50 unmarked male by stake 1 copualtion. 6:56: OP and unmarked - op challenged by unmakred, unmarked back off. Hens left to NW at 7:20 OP chasing as usual"
"binder, floppy","6","1988",4,20,"5:15","Birton/Burges","red_post",NA,"0 to 5","20","no","no","warm","No frost","cannon net set in wrong place",NA,NA,"strut","green","1029","G1029","green","1032","G1032","adult",NA,"6:32","6:04","6:09",35,35,"1","close",NA,NA,"no","no","no","1.) No copulations as of 6:00, 2.) GG in the mating center but not master cock, 3.)One bird with bloody right breast"
"binder, floppy","6","1988",4,20,"5:15","Birton/Burges","red_post",NA,"0 to 5","20","no","no","warm","No frost","cannon net set in wrong place",NA,NA,"strut","yellow","1179","Y1179","blue","952","B952","adult",NA,"6:32","6:12","6:17",27,27,"3","more nearby",NA,NA,"no","yes","yes","1.) No copulations as of 6:00, 2.) GG in the mating center but not master cock, 3.)One bird with bloody right breast"
"binder, floppy","7","1988",4,25,"4:56","Birton","red_post",NA,"0 to 5","85","no","no",NA,NA,"clear",NA,NA,"strut","green","1039","G1039","blue","968","B968","adult",NA,"6:12","5:45","5:50",35,35,"1",NA,NA,NA,"no","no","no","2 Copulations - no tags on males or females 
different males 2nd copulation away from breeding center"
"binder, floppy","94","1988",3,26,"5:20","Boyce/Burton","long_lake",NA,"10 to 15","0","no","no",NA,NA,"almost all snow gone -dry",NA,NA,"strut","green","321","G321","white","421","W421","adult",NA,"6:00","6:14","6:19",14,14,"0","no hens on lek",NA,NA,"no",NA,NA,"GW on lek"
"binder, floppy","95","1988",3,29,"5:30","Johnson","long_lake",NA,"5 to 10 (10 to 20 after sunrise)","0","no","no",NA,NA,"clean",NA,NA,"strut","green","321","G321","white","421","W421","adult",NA,"5:55","6:16","6:21",7,7,"4",NA,"feeding",NA,"no",NA,NA,NA
